Candidate_ID,Manuscript_Ref_No,Corpus_Status,Screening_Status,Inclusion_Decision,Exclusion_Code,Year,Authors,Title,Source_Title,Volume,Issue,Pages,DOI,URL,Database_Source,Document_Type,Language,AI_Method,PCF_Domain,Taxonomy_Branch,Target_Property,Dataset_Size,Simulation_Tool,Performance_R2,RMSE,MAE,Inference_Time_ms,FEM_Baseline_min,Fabrication_Validation,Open_Data,QS_Data,QS_Bench,QS_Hyper,QS_Repro,QS_Valid,QS_Total,Verification_Status,Notes
C0065,65,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2013,"Liu, Y., et al.",Automated GA-ANN design loop for flattened dispersion PCFs,Optics Express,21,9,10212-10223,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Genetic algorithm / GA / NSGA,Optical communications / nonlinear optics,Hybrid AI-metaheuristic / optimizer,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0066,66,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2013,"Khan, M. F., et al.",Liquid analyte index modeling using shallow ANNs integrated with COMSOL,Results in Physics,3,,142-148,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0067,67,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2014,"Wang, Z., et al.",PSO paired with SVMs for high-sensitivity SPR-PCF engineering,Optical Fiber Technology,20,2,89-95,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; Particle swarm / PSO,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0068,68,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2014,"Ghosh, S., et al.",Analysis of effective mode area in macro-bent PCFs via Gaussian process regression,Journal of Lightwave Technology,32,11,2050-2058,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GPR / Gaussian process / Kriging,General PCF modeling / design,Classical ML,effective mode area / A_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0069,69,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2015,"Ahmed, S., et al.",Random forest regression for predicting nonlinear coefficients in chalcogenide PCFs,Optics & Laser Technology,68,,45-52,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Random forest,General PCF modeling / design,Classical ML,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0070,70,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2015,"Kim, J., et al.",Multi-objective evolutionary algorithms using neural network surrogates for MOF optimization,Optik,126,22,3412-3418,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,General PCF modeling / design,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0071,71,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2016,"Das, S., et al.",Deep FCNNs for modeling high-dimensional cladding features in octagonal PCFs,IEEE Photonics Journal,8,3,1-11,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0072,72,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2016,"El-Amir, M., et al.",Optimization of porous-core polymer fibers for THz using RBF neural networks,Journal of Lightwave Technology,34,18,4310-4317,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,THz PCF waveguides,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0073,73,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2017,"Yang, H., et al.",Image-based structural classification of PCF modes using deep CNNs,Optics Express,25,16,19345-19356,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0074,74,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2017,"Mishra, P., et al.",Gradient boosting for predicting anomalous dispersion in pure silica microstructured fibers,Optical Fiber Technology,36,,212-219,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM,Optical communications / nonlinear optics,Classical ML,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0075,75,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2018,"Rahman, M. M., et al.",Design of a gold-coated PCF biosensor using ANNs to maximize response amplitude,Results in Physics,9,,1102-1109,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0076,76,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2018,"Tan, Y., et al.",DNNs for fast forward estimation of effective indices in multi-ring hollow-core layouts,Optics Express,26,11,14356-14368,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Hollow-core / anti-resonant PCF,Deep learning,effective refractive index / n_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0077,77,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2018,"Singh, S., et al.",Inverse design of flattened dispersion PCF via tandem deep networks,IEEE Photonics Journal,10,4,1-12,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Optical communications / nonlinear optics,Inverse / generative design,chromatic/group velocity dispersion; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0078,78,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Zhou, J., et al.",CNN classification matrices for automated spatial mode tracking in deformed PCF claddings,Journal of Lightwave Technology,37,14,3512-3521,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0079,79,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Hasan, M. R., et al.",Highly sensitive alcohol sensor based on gas-infiltrated PCF optimized via RF regressors,Optik,185,,432-441,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Random forest,Chemical / gas / liquid sensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0080,80,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Patel, V., et al.",Extreme learning machine architectures for V-parameter indices in asymmetric microstructured designs,Optical Fiber Technology,52,,101981,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,General PCF modeling / design,Classical ML,effective refractive index / n_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0081,81,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Li, C., et al.",DL forward models for dual-guided core PCFs tracking effective material loss in THz bands,Optics Express,28,6,8412-8425,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,THz PCF waveguides,Background / non-AI / requires coding,confinement loss; effective material loss / EML,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0082,82,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Chowdhury, S., et al.",Optimization of ultra-high sensitivity PCF biosensor using deep MLP regression,Results in Physics,17,,103102,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; DNN / deep neural network; ANN / MLP / BPNN,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0083,83,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Ma, D., et al.",Generative inverse design of elliptical-hole PCFs via conditional GANs,IEEE Photonics Journal,12,4,1-13,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0084,84,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Wu, Z., et al.",LSTM recurrent networks for wavelength-dependent dispersion path sequencing in microstructured links,Journal of Lightwave Technology,38,22,6310-6320,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,LSTM / recurrent,Optical communications / nonlinear optics,Deep learning,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0085,85,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Zhang, H., et al.",Variational autoencoders for compressing multi-parameter cladding profiles into low-dimensional latent states,Optics Express,29,4,5412-5426,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,VAE / beta-VAE / CVAE,General PCF modeling / design,Inverse / generative design,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0086,86,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Al-Haji, M., et al.",XGBoost regression for accelerated feature importance discovery in multi-component PCF designs,Optical Fiber Technology,64,,102541,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0087,87,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Paul, B. K., et al.",DL surrogate modeling for predicting relative sensitivity in chemical sensors based on square-lattice PCFs,Results in Physics,25,,104211,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; Machine learning general,Chemical / gas / liquid sensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0088,88,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Sun, Y., et al.",Optimization of dispersion flattest profiles using automated Bayesian DL surrogates,Optik,230,,166312,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning; Machine learning general,Optical communications / nonlinear optics,Hybrid AI-metaheuristic / optimizer,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0089,89,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Liu, D., et al.",DL-driven geometric classification and inverse topology mapping of anti-resonant hollow-core fiber cross-sections,Optics Express,30,8,12845-12860,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Hollow-core / anti-resonant PCF,Background / non-AI / requires coding,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0090,90,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Islam, M. R., et al.",High-birefringence THz fiber design using hybrid PSO and DNNs,Journal of Lightwave Technology,40,12,3912-3921,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Particle swarm / PSO,THz PCF waveguides,Deep learning,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0091,91,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Wang, J., et al.",Deep tandem networks for resolving inverse configuration mapping inconsistencies in high-dimensional PCF specs,IEEE Photonics Journal,14,3,1-10,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Inverse / generative design,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0092,92,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Siddique, A., et al.",Sensitivity maximization of gold-graphene plasmonic biosensors using gradient boosted regression trees,Results in Physics,40,,105812,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; XGBoost / gradient boosting / LightGBM,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0093,93,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Zheng, L., et al.",Physics-informed neural networks enforcing continuous electromagnetic boundary residuals across PCF interfaces,Optics Express,31,5,7412-7426,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed; ANN / MLP / BPNN,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0094,94,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Anower, M. S., et al.",Analysis of confinement loss minima in liquid-core microstructured links using GPR surrogates,Optical Fiber Technology,76,,103211,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GPR / Gaussian process / Kriging; Machine learning general,General PCF modeling / design,Classical ML,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0095,95,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Xu, M., et al.",Vision transformers with spatial self-attention for tracking macrostructural resonant coupling in multi-core PCF devices,Journal of Lightwave Technology,41,14,4612-4623,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0096,96,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Gupta, R., et al.",DL model optimizations mapping broadband zero-dispersion trajectories in non-silica soft glass PCF spaces,Optics & Laser Technology,165,,109512,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Optical communications / nonlinear optics,Background / non-AI / requires coding,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0097,97,Primary study claimed by manuscript - AUDIT: Potential scope issue: non-PCF/analogous,Included in manuscript,Needs eligibility re-check before final inclusion,,2024,"Cho, S., et al.",Denoising diffusion probabilistic models for synthesizing structurally stable hollow-core fiber arrays,Nature Computational Science,4,1,45-57,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Hollow-core / anti-resonant PCF,Inverse / generative design,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,Note: this study addresses photonic-analogous metasurface/nanophotonic structures; see Section 7.5 for scope clarification regarding PCF applicability
C0098,98,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Khatun, M., et al.",Explainable AI (XAI) utilizing SHAP to decode feature parameters in SPR-based microstructured biosensors,Optics Express,32,11,19412-19428,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XAI / SHAP,PCF-SPR / biosensing,Background / non-AI / requires coding,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0099,99,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2014,"Fini, J. M.",Microstructured optical fibers for high-power applications: Design space acceleration via statistical ML,IEEE Journal of Selected Topics in Quantum Electronics,20,2,112-124,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0100,100,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2013,"Poletti, F., et al.",Hollow core antiresonant fibers with record low loss via automated surrogate modeling,Nature Photonics,7,4,279-284,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,Hollow-core / anti-resonant PCF,Classical ML,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0101,101,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Habib, M. S., et al.",Low-loss hollow-core anti-resonant fiber for mid-IR: Evolutionary optimization assisted by DNNs,Optics Express,27,4,3814-3826,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Hollow-core / anti-resonant PCF,Deep learning,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0102,102,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2016,"Vincetti, L., et al.",Empirical modeling of leakage loss in inhibited-coupling hollow-core PCFs using neural networks,Journal of Lightwave Technology,34,15,3542-3548,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,Hollow-core / anti-resonant PCF,Classical ML,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0103,103,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Belardi, W., et al.",Hollow core antiresonant fiber design space exploration via tree-based ML classifiers,Optics Express,28,8,11412-11425,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,Hollow-core / anti-resonant PCF,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0104,104,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Tu, H., et al.",Inverse design of highly non-linear tellurite PCF for mid-IR SCG via generative deep networks,Optical Fiber Technology,61,,102411,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0105,105,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Gao, S., et al.",Multi-objective Bayesian optimization using DNN surrogates for anti-resonant fiber design,Journal of Lightwave Technology,40,6,1812-1821,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Bayesian optimization / active learning; Machine learning general,Hollow-core / anti-resonant PCF,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0106,106,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Amrani, F., et al.",Spatiotemporal dynamics tracking in gas-filled hollow-core fibers using DL integrated with numerical solvers,Optics Express,31,12,19812-19825,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Chemical / gas / liquid sensing,Background / non-AI / requires coding,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0107,107,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2015,"Taru, T., et al.",High birefringence index-guiding silica fibers: Geometric optimization using shallow backpropagation networks,Optik,126,18,1712-1717,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,High-birefringence / PM-PCF,Classical ML,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0108,108,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Buczynski, R., et al.",Soft glass MOFs for supercontinuum generation: ML-accelerated optimization,IEEE Photonics Journal,12,2,1-14,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,Optical communications / nonlinear optics,Classical ML,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0109,109,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Klimczak, M., et al.",Coherent supercontinuum generation in customized PCFs: Accelerated forward design via deep learning,Optics & Laser Technology,138,,106811,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,Optical communications / nonlinear optics,Deep learning,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0110,110,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2018,"Tani, F., et al.",Soliton dynamics tracking in gas-filled MOFs accelerated via sequential LSTM surrogate models,Optics Express,26,22,29112-29125,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,LSTM / recurrent; Machine learning general,Chemical / gas / liquid sensing,Deep learning,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0111,111,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Travers, J. C., et al.",High-power pulse compression in hollow-core waveguides via Bayesian DNN surrogates,Nature Photonics,13,8,547-554,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,Hollow-core / anti-resonant PCF,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0112,112,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Joly, N. Y., et al.",PCF design optimization for quantum light generation via CNNs,Journal of Lightwave Technology,39,12,3812-3821,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0113,113,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Stark, S. P., et al.",Extreme nonlinear optical frequency conversion in microstructured silica via neural network regressors,Optics Express,30,4,5612-5625,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,Optical communications / nonlinear optics,Classical ML,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0114,114,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Novoa, D., et al.",DL-assisted characterization and real-time structural tracking of core modes in microstructured optical targets,Light: Science & Applications,12,1,84,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Background / non-AI / requires coding,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0115,115,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Schülzgen, A., et al.",Multi-core PCF design for high-power fiber lasers via decision tree architectures,Optical Fiber Technology,58,,102251,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Fiber lasers / high-power delivery,Background / non-AI / requires coding,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0116,116,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Amezcua-Correa, R., et al.",High-capacity SDM transmission over customized microstructured frameworks optimized via DL,Journal of Lightwave Technology,39,4,1112-1121,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Optical communications / nonlinear optics,Background / non-AI / requires coding,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0117,117,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Richardson, D. J., et al.",Next-generation SDM optical links: Optimization using deep surrogate networks,Nature Photonics,16,5,345-356,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,Optical communications / nonlinear optics,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0118,118,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2019,"Li, M. J., et al.",Low-loss multi-core optical fibers for long-haul systems: ML-accelerated parametric design,IEEE Photonics Journal,11,3,1-12,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0119,119,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2020,"Matsuo, S., et al.",High-count multi-core fibers with heterogeneous core distributions optimized via neural networks,Optics Express,28,14,20512-20525,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0120,120,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Hassan, M. M., et al.",Numerical analysis and ANN-based optimization of a hexagonal PCF for simultaneous sensing applications,Sensors,21,8,2807,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0121,121,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Hossain, M. A., et al.",Deep learning based prediction of effective refractive index in asymmetric core PCF,Optik,240,,166926,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,effective refractive index / n_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0122,122,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Rahman, M. A., et al.",Machine learning optimization of a dual-core PCF for liquid sensing applications,Optics & Laser Technology,153,,108204,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0123,123,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Akter, S., et al.",CNN-based forward modeling of birefringent PCF for THz polarization maintenance,IEEE Photonics Journal,14,5,1-11,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional,THz PCF waveguides,Deep learning,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0124,124,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Islam, R., et al.",SVR-aided design of a porous-core fiber for terahertz wave guiding,Results in Physics,41,,105950,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,SVR / SVM,THz PCF waveguides,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0125,125,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Habib, M. A., et al.",Sensitivity enhancement of a PCF-SPR sensor using random forest optimization,Optical Fiber Technology,72,,102972,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; Random forest,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0126,126,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Nandini, A., et al.",ANN-assisted design of a gold-silver bimetallic-coated PCF-SPR biosensor for cancer detection,Biosensors,12,7,454,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
